13	Immune	Debuff	True	20	60000	0	0	Божественное прозрение			Освобожденная богиня.	icon_skills.adventgoddess_tex	icon_skills.voidtrap_tex	True
15	OutOfCombatMovSpd	Buff	True	abs	600000	0	10	Благословение Зенобии			Увеличивает скорость перемещения вне боя на $H_W_GOOD10.0$COLOR_END, восстанавливает HP раз в $H_W_GOOD0s1$COLOR_END секунду.	icon_skills.fastwalk_tex	icon_skills.fastwalk_tex	True
15	HPChange	Buff	True	abs	600000	2	73	Благословение Зенобии			Увеличивает скорость перемещения вне боя на $H_W_GOOD10.0$COLOR_END, восстанавливает HP раз в $H_W_GOOD0s1$COLOR_END секунду.	icon_skills.fastwalk_tex	icon_skills.fastwalk_tex	True
21	KnockDownChance	Buff	True	perc	900000	0	10	Chasing and Hunting_Reaction_Resistance Test			Повышает вероятность сопротивляемости воздействиям в 10 раз.	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
22	Attack	Buff	True	perc	1200000	0	1.4	Test_Increased Skill Damage			Только для проверки: повышает урон всех умений на 40%!	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
23	CritChance	Buff	True	abs	60000	0	1	Автоматические критические удары			Все ваши атаки наносят критический урон.$BRТолько для теста	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
25	MPChange	Buff	True	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
25	CDR	Buff	True	perc	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	MPChange	Buff	True	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	CDR	Buff	True	perc	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	MPChange	Buff	True	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	CDR	Buff	True	perc	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	MPChange	Buff	True	perc	7200000	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	CDR	Buff	True	perc	7200000	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
30	MaxHP	Buff	True	perc	0	0	1.1	Благословение Амаруна			Увеличивает максимальный уровень HP для первого посещения подземелья.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
31	Power	Buff	True	perc	7200000	0	1.2	ВРЕМЯ T.E.R.A: сезон 2			Участвуйте в захватывающих битвах! Повышает урон умения на 20% при атаке.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
31	ASpd	Buff	True	perc	7200000	0	1.12	ВРЕМЯ T.E.R.A: сезон 2			Участвуйте в захватывающих битвах! Повышает урон умения на 20% при атаке.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
33	MPChange	Buff	True	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
33	CDR	Buff	True	perc	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
34	MaxHP	Buff	True	perc	0	0	1.1	Благословение Амаруна			Увеличивает максимальный уровень HP для первого посещения подземелья.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
36	Power	Buff	True	perc	0	0	1.2	Усилитель 4-й годовщины (увеличение силы атаки)			Участвуйте в захватывающих битвах! При атаке на 20% возрастает урон, а также заметно увеличивается скорость атаки.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
36	ASpd	Buff	True	perc	0	0	1.12	Усилитель 4-й годовщины (увеличение силы атаки)			Участвуйте в захватывающих битвах! При атаке на 20% возрастает урон, а также заметно увеличивается скорость атаки.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
37	MPChange	Buff	True	perc	0	1	0.5	Усилитель 4-й годовщины (ускорение перезарядки)			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
37	CDR	Buff	True	perc	0	0	0.2	Усилитель 4-й годовщины (ускорение перезарядки)			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
101	Immune	Buff	True	16	2000	0	0	Ответный удар			Невосприимчивость к оглушению и опрокидыванию.	icon_skills.risingattack_tex	icon_skills.risingattack_tex	True
201	Power	Buff	True	abs	900000	0	17	Благословение Шакана I			+$H_W_GOOD17.0$COLOR_END к силе.	icon_skills.attackup_tex	icon_skills.attackup_tex	True
202	Power	Buff	True	abs	900000	0	25	Благословение Шакана			+$H_W_GOOD25.0$COLOR_END к силе, +$H_W_GOOD11.0$COLOR_END к выносливости.	icon_skills.attackup_tex	icon_skills.attackup_tex	True
202	Endurance	Buff	True	abs	900000	0	11	Благословение Шакана			+$H_W_GOOD25.0$COLOR_END к силе, +$H_W_GOOD11.0$COLOR_END к выносливости.	icon_skills.attackup_tex	icon_skills.attackup_tex	True
301	Stun	Stun	False	swch	3000	0	5	Печать молний I			Оглушение. Движение невозможно.	icon_skills.shocktrap_tex	icon_skills.shocktrap_tex	True
302	Stun	Stun	False	swch	5000	0	5	Печать молний			Оглушение. Движение невозможно.	icon_skills.shocktrap_tex	icon_skills.shocktrap_tex	True
303	Stun	Stun	False	swch	5000	0	5	Печать молний III			Оглушение. Движение невозможно.	icon_skills.shocktrap_tex	icon_skills.shocktrap_tex	True
501	OutOfCombatMovSpd	Buff	True	abs	600000	0	40	Ускорение перемещения	649	Сфера скорости	Значительно увеличивает скорость перемещения.	icon_status.aura_of_wind_tex	icon_status.aura_of_wind_tex	True
601	Power	Buff	True	abs	25000	0	20	Гнев титанов I			+$H_W_GOOD20.0$COLOR_END к силе.	icon_skills.rage_tex	icon_skills.rage_tex	True
602	Power	Buff	True	abs	25000	0	25	Гнев титанов			+$H_W_GOOD25.0$COLOR_END к силе.	icon_skills.rage_tex	icon_skills.rage_tex	True
603	Power	Buff	True	abs	25000	0	40	Гнев титанов III			+$H_W_GOOD40.0$COLOR_END к силе, +$H_W_GOOD6.0$COLOR_END к скорости атаки.	icon_skills.rage_tex	icon_skills.rage_tex	True
603	ASpd	Buff	True	abs	25000	0	6	Гнев титанов III			+$H_W_GOOD40.0$COLOR_END к силе, +$H_W_GOOD6.0$COLOR_END к скорости атаки.	icon_skills.rage_tex	icon_skills.rage_tex	True
901	Stun	Stun	False	swch	3000	0	5	Плеть Шары			Оглушение. Движение невозможно.	icon_skills.flashball_tex	icon_skills.flashball_tex	True
902	DefPotion	Buff	True	perc	0	0	0.95	Настой ноктиния	1300	Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
902	AtkPotion	Buff	True	perc	0	0	1.05	Настой ноктиния	1300	Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
902	Noctenium	Buff	True	swch	0	0	1	Настой ноктиния	1300	Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
903	Power	Buff	True	abs	30000	0	15	Смертоносный замысел			Увеличивает силу на $H_W_GOOD15.0$COLOR_END, скорость атаки на $H_W_GOOD8%$COLOR_END, вероятность крит. удара на $H_W_GOOD4%$COLOR_END, а скорость перемещения на $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
903	MovSpd	Buff	True	perc	30000	0	1.04	Смертоносный замысел			Увеличивает силу на $H_W_GOOD15.0$COLOR_END, скорость атаки на $H_W_GOOD8%$COLOR_END, вероятность крит. удара на $H_W_GOOD4%$COLOR_END, а скорость перемещения на $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
903	Crit	Buff	True	perc	30000	0	1.04	Смертоносный замысел			Увеличивает силу на $H_W_GOOD15.0$COLOR_END, скорость атаки на $H_W_GOOD8%$COLOR_END, вероятность крит. удара на $H_W_GOOD4%$COLOR_END, а скорость перемещения на $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
903	ASpd	Buff	True	perc	30000	0	1.08	Смертоносный замысел			Увеличивает силу на $H_W_GOOD15.0$COLOR_END, скорость атаки на $H_W_GOOD8%$COLOR_END, вероятность крит. удара на $H_W_GOOD4%$COLOR_END, а скорость перемещения на $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
903	190	Buff	True	swch	30000	0	0	Смертоносный замысел			Увеличивает силу на $H_W_GOOD15.0$COLOR_END, скорость атаки на $H_W_GOOD8%$COLOR_END, вероятность крит. удара на $H_W_GOOD4%$COLOR_END, а скорость перемещения на $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
904	AtkPotion	Buff	True	swch	15000	0	1.1	Усиление энергии звезд			Увеличивает урон умениями на $H_W_GOOD$10$COLOR_END во время первого удара. Использующий умение не может быть целью.	icon_skills.berserk_tex	icon_skills.berserk_tex	True
905	MPChange	Buff	True	abs	10000	2	100	Круг регенерации - восстановление MP			Восстанавливает $H_W_GOOD100.0$COLOR_END MP раз в $H_W_GOOD2s$COLOR_END	icon_status.plusmp_tex	icon_status.plusmp_tex	True
906	MPChange	Buff	True	abs	5000	1	50	Лечебный колодец - восстановление MP			Восстанавливает $H_W_GOOD50.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_status.plusmp_tex	icon_status.plusmp_tex	True
907	ASpd	Buff	True	perc	15000	0	1.2	Гнев титанов - ускорение			Повышает скорость умений на $H_W_GOOD20%$COLOR_END за первое умение.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
908	Absorb	Buff	True	swch	5000	0	4000	Милость титанов - защита			Поглощает до $H_W_GOOD4000.0$COLOR_END урона. $BRНевосприимчивость к опрокидыванию и ошеломлению.	icon_status.plusedefence_tex	icon_status.plusedefence_tex	True
910	Noctenium	Buff	True	swch	0	0	2	Настой ноктиния	1230	Исключительный настой ноктиния	Настой ноктиния	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
911	DefPotion	Buff	True	perc	0	0	0.95	Настой ноктиния	1301	Настой ноктиния альянса	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
911	AtkPotion	Buff	True	perc	0	0	1.05	Настой ноктиния	1301	Настой ноктиния альянса	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
911	Noctenium	Buff	True	swch	0	0	3	Настой ноктиния	1301	Настой ноктиния альянса	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
912	DefPotion	Buff	True	perc	0	0	0.95	Настой ноктиния	1302	Настой ноктиния из сокровищницы	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
912	AtkPotion	Buff	True	perc	0	0	1.05	Настой ноктиния	1302	Настой ноктиния из сокровищницы	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
912	Noctenium	Buff	True	swch	0	0	4	Настой ноктиния	1302	Настой ноктиния из сокровищницы	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
913	DefPotion	Buff	True	perc	0	0	0.95	Настой ноктиния	1303	Припасы Федерации: Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
913	AtkPotion	Buff	True	perc	0	0	1.05	Настой ноктиния	1303	Припасы Федерации: Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
913	Noctenium	Buff	True	swch	0	0	5	Настой ноктиния	1303	Припасы Федерации: Настой ноктиния	Увеличивает атаку в PvP на $H_W_GOOD5%$COLOR_END, а защиту в PvP на $H_W_GOOD5%$COLOR_END.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
1100	XPBoost	Buff	True	perc	1800000	0	1.05	Зелье возможности			+$H_W_GOOD5%$COLOR_END к опыту в бою.	icon_items.potion12_tex	icon_items.potion12_tex	True
1101	XPBoost	Buff	True	perc	3600000	0	1.2	Поклонение I	9	[Персональная] Хлопушка	+$H_W_GOOD20%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion1_tex	icon_items.exp_buff_potion1_tex	True
1102	XPBoost	Buff	True	perc	1800000	0	1.1	Праздничная ярость I	10	[Персональный] Фейерверк	+$H_W_GOOD10%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion2_tex	icon_items.exp_buff_potion2_tex	True
1103	XPBoost	Buff	True	perc	10800000	0	2	Поклонение II	67	[Персональная] Xлопушка II	+$H_W_GOOD100%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion1_tex	icon_items.exp_buff_potion1_tex	True
1104	XPBoost	Buff	True	perc	0	0	1.5	Праздничная ярость II			+$H_W_GOOD50%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion2_tex	icon_items.exp_buff_potion2_tex	True
1105	XPBoost	Buff	True	perc	10800000	0	1.1	Крепкое зелье возможности			+$H_W_GOOD10%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.potion12_tex	icon_items.potion12_tex	True
1106	XPBoost	Buff	True	perc	0	0	2	Поклонение II			+$H_W_GOOD100%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion1_tex	icon_items.exp_buff_potion1_tex	True
1107	XPBoost	Buff	True	perc	0	0	3	Поклонение III			+$H_W_GOOD200%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_items.exp_buff_potion1_tex	icon_items.exp_buff_potion1_tex	True
1110	XPBoost	Buff	True	perc	0	0	1.2	Бальзам странника			Благословение Дзерены для странников.$BR+$H_W_GOOD20%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_status.exp_buff_serensolo_tex	icon_status.exp_buff_serensolo_tex	True
1120	BuffNearbyParty	Buff	True	seta	0	5	1125	Факелоносец Дзерены			Богиня Ночи благословила вас на странствия. Зону в 40 м. вокруг вас и членов вашей группы начинает освещать факел.$BRЭффект сохраняется после смерти.	icon_skills.exp_buff_seren_aura_tex	icon_skills.exp_buff_seren_aura_tex	True
1125	XPBoost	Buff	True	perc	0	0	1.3	Факел			Факелоносец рядом.$BR+$H_W_GOOD30%$COLOR_END к опыту в бою.$COLOR_END.$BRЭффект сохраняется после смерти.	icon_status.exp_buff_serenparty_tex	icon_status.exp_buff_serenparty_tex	True
1130	MPChange	Buff	True	perc	25000	1	0.04	Сладкий леденец	435	Сладкий леденец	Восстанавливает $H_W_GOOD4%$COLOR_END от максимального уровня MP раз в $H_W_GOOD1s$COLOR_END	icon_items.heartlollipop_tex	icon_items.heartlollipop_tex	True
1131	MPChange	Buff	True	perc	1000	1	0.5	Сладкий шоколад	434	Сладкий шоколад	Восстанавливает $H_W_GOOD50%$COLOR_END от максимального уровня MP.	icon_items.heartchocolate_tex	icon_items.heartchocolate_tex	True
1132	StaminaDecay	Buff	True	seta	1800000	0	0	Любовное послание	433	Любовное послание	Уровень бодрости не снижается.	icon_items.loveletter_tex	icon_items.loveletter_tex	True
1133	MPChange	Buff	True	perc	25000	1	0.04	Блестящая конфета			Восстанавливает $H_W_GOOD4%$COLOR_END от максимального уровня MP раз в $H_W_GOOD1s$COLOR_END	icon_items.heartlollipop_tex	icon_items.heartlollipop_tex	True
1134	Immune	Buff	True	27	12000	0	0	Благословение богини	60260	Благословение богини	Неуязвимость на определенное время. Завершается в случае использования любого умения.	icon_status.revivenow_status_tex	icon_status.revivenow_status_tex	True
1135	Endurance	Buff	True	perc	0	0	1	Зов Федерации			Награда Федерации Валькион за новобранцев! Все получаемые монеты удваиваются, за исключением наград за повторяемые задания.	icon_status.plusfocus_tex	icon_status.plusfocus_tex	True
1150	HPChange	Buff	True	perc	1800000	5	0.01	Крепкое снадобье обновления			Восстанавливает $H_W_GOOD11%$COLOR_END от максимального уровня HP раз в $H_W_GOOD5s$COLOR_END	icon_items.potion14_tex	icon_items.potion14_tex	True
1151	HPChange	Buff	True	perc	10800000	5	0.01	Сильное снадобье обновления			Восстанавливает $H_W_GOOD11%$COLOR_END от максимального уровня HP раз в $H_W_GOOD5s$COLOR_END	icon_items.potion14_tex	icon_items.potion14_tex	True
1200	MPChange	Buff	True	abs	1800000	5	5	Настоявшееся снадобье обновления			Восстанавливает $H_W_GOOD5.0$COLOR_END MP раз в $H_W_GOOD5s$COLOR_END	icon_items.potion15_tex	icon_items.potion15_tex	True
1201	MPChange	Buff	True	abs	10800000	5	5	Концентрированное снадобье обновления			Восстанавливает $H_W_GOOD5.0$COLOR_END MP раз в $H_W_GOOD5s$COLOR_END	icon_items.potion15_tex	icon_items.potion15_tex	True
1250	Power	Buff	True	abs	1800000	0	5	Сильное варварское снадобье			+$H_W_GOOD5.0$COLOR_END к силе.	icon_items.potion11_tex	icon_items.potion11_tex	True
1251	Power	Buff	True	abs	1800000	0	7	Сильное варварское снадобье	150538	Варварское снадобье буйности	+$H_W_GOOD7.0$COLOR_END к силе.	icon_items.potion11_tex	icon_items.potion11_tex	True
1300	Endurance	Buff	True	abs	1800000	0	13	Вязкое варварское снадобье			+$H_W_GOOD13.0$COLOR_END к выносливости.	icon_items.potion17_tex	icon_items.potion17_tex	True
1301	Endurance	Buff	True	abs	1800000	0	15	Вязкое варварское снадобье	150540	Варварское снадобье неумолимости	+$H_W_GOOD15.0$COLOR_END к выносливости.	icon_items.potion17_tex	icon_items.potion17_tex	True
1350	AtkPotion	Buff	True	perc	1800000	0	1.05	Сильное снадобье соперничества			+$H_W_GOOD5%$COLOR_END к урону против других игроков.$BRЭффект сохраняется после смерти.	icon_items.potion20_tex	icon_items.potion20_tex	True
1400	DefPotion	Buff	True	perc	1800000	0	0.95	Вязкое снадобье соперничества			Позволяет получать на $H_W_GOOD5%$COLOR_END меньше урона от других игроков.$BRЭффект сохраняется после смерти.	icon_items.potion8_tex	icon_items.potion8_tex	True
1440	HPChange	Buff	True	abs	15000	1	57	Перевязка I	172	Пропитанные снадобьем бинты новичка	Восстанавливает $H_W_GOOD57.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage1_rare_tex	icon_items.bandage1_rare_tex	True
1441	HPChange	Buff	True	abs	15000	1	105	Перевязка II	173	Пропитанные снадобьем бинты из вердры	Восстанавливает $H_W_GOOD105.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage2_rare_tex	icon_items.bandage2_rare_tex	True
1442	HPChange	Buff	True	abs	15000	1	202	Перевязка III	174	Пропитанные снадобьем бинты из сильвы	Восстанавливает $H_W_GOOD202.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage3_rare_tex	icon_items.bandage3_rare_tex	True
1443	HPChange	Buff	True	abs	15000	1	386	Перевязка IV	175	Пропитанные снадобьем бинты из шетлы	Восстанавливает $H_W_GOOD386.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage4_rare_tex	icon_items.bandage4_rare_tex	True
1444	HPChange	Buff	True	abs	15000	1	777	Перевязка V	176	Пропитанные снадобьем бинты из тойры	Восстанавливает $H_W_GOOD777.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage5_rare_tex	icon_items.bandage5_rare_tex	True
1445	HPChange	Buff	True	abs	15000	1	1273	Перевязка VI	177	Пропитанные снадобьем бинты из лурии	Восстанавливает $H_W_GOOD1273.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage6_rare_tex	icon_items.bandage6_rare_tex	True
1450	HPChange	Buff	True	abs	10000	1	43	Аптечка I	125	Бинты новичка	Восстанавливает $H_W_GOOD43.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage1_tex	icon_items.bandage1_tex	True
1451	HPChange	Buff	True	abs	10000	1	79	Аптечка II	126	Бинты из вердры	Восстанавливает $H_W_GOOD79.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage2_tex	icon_items.bandage2_tex	True
1452	HPChange	Buff	True	abs	10000	1	152	Аптечка III	127	Бинты из сильвы	Восстанавливает $H_W_GOOD152.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage3_tex	icon_items.bandage3_tex	True
1453	HPChange	Buff	True	abs	10000	1	290	Аптечка IV	128	Бинты из шетлы	Восстанавливает $H_W_GOOD290.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage4_tex	icon_items.bandage4_tex	True
1454	HPChange	Buff	True	abs	10000	1	582	Аптечка V	7154	Бинты из тойры	Восстанавливает $H_W_GOOD582.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage5_tex	icon_items.bandage5_tex	True
1455	HPChange	Buff	True	abs	10000	1	954	Аптечка VI	7155	Бинты из лурии	Восстанавливает $H_W_GOOD954.0$COLOR_END HP раз в $H_W_GOOD1s$COLOR_END	icon_items.bandage6_tex	icon_items.bandage6_tex	True
1460	HPChange	Buff	True	perc	20000	1	0.05	Бережная перевязка	5	[Персональные] Бинты Лелина	Восстанавливает $H_W_GOOD5%$COLOR_END от максимального уровня HP раз в $H_W_GOOD1s$COLOR_END	icon_items.perfect_bandage_tex	icon_items.perfect_bandage_tex	True
1461	HPChange	Buff	True	perc	30000	1	0.04	Торуанская закуска	345	Сытная еда	Восстанавливает $H_W_GOOD4%$COLOR_END от максимального уровня HP раз в $H_W_GOOD1s$COLOR_END	icon_items.ricecake_tex	icon_items.ricecake_tex	True
1462	HPChange	Buff	True	perc	20000	1	0.05	Засахаренный плод тертаса	360	Засахаренный плод тертаса	Восстанавливает $H_W_GOOD5%$COLOR_END от максимального уровня HP раз в $H_W_GOOD1s$COLOR_END	icon_items.candyapple_tex	icon_items.candyapple_tex	True
1470	OutOfCombatMovSpd	Buff	True	abs	90000	0	30	Зелье ускорения	8007	Зелье ускорения	+$H_W_GOOD30.0$COLOR_END к скорости перемещения вне боя.	icon_items.potion6_tex	icon_items.potion6_tex	True
1471	OutOfCombatMovSpd	Buff	True	abs	90000	0	60	Зелье отроческой скорости	8057	Зелье отроческой скорости	+$H_W_GOOD60.0$COLOR_END к скорости перемещения вне боя.	icon_items.potion6_tex	icon_items.potion6_tex	True
