2062	icon_items.scroll_run_speed_level_1_tex
2063	icon_status.f2p_rewardbox_tex
2064	icon_skills.flashball_tex
2065	icon_skills.slow_tex
2066	icon_status.poisonstatus_tex
2067	icon_skills.areahpgain_tex
2068	icon_status.plusciriticalresist_tex
2069	icon_status.f2p_rewardbox_tex
2070	icon_status.battlefieldbuff03_tex
2071	icon_status.battlefieldbuff03_tex
2072	icon_status.mpsuckup_tex
2073	icon_status.minusmove_tex
2074	icon_skills.paralysistrap_tex
2080	icon_status.battlefieldbuff04_tex
2081	icon_items.scroll_def_protect_level_59_tex
2082	icon_status.mpsuckup_tex
2083	icon_status.battlefieldbuff04_tex
2084	icon_status.battlefieldbuff04_tex
2085	icon_status.battlefieldbuff04_tex
2090	icon_status.plusmove_tex
2091	icon_status.plusmove_tex
2100	icon_status.minusmove_tex
2400	icon_items.potion21_tex
2500	icon_items.hp_durable_potion_level_1_tex
2501	icon_items.hp_durable_potion_level_9_tex
2502	icon_items.hp_durable_potion_level_17_tex
2503	icon_items.hp_durable_potion_level_25_tex
2504	icon_items.hp_durable_potion_level_33_tex
2505	icon_items.hp_durable_potion_level_41_tex
2506	icon_items.hp_durable_potion_level_49_tex
2507	icon_items.hp_durable_potion_level_57_tex
2508	icon_items.hp_durable_potion_level_57_tex
2509	icon_items.hp_durable_potion_level_57_tex
2515	icon_items.hp_durable_potion_level_1_tex
2516	icon_items.hp_durable_potion_level_9_tex
2517	icon_items.hp_durable_potion_level_17_tex
2518	icon_items.hp_durable_potion_level_25_tex
2519	icon_items.hp_durable_potion_level_33_tex
2520	icon_items.hp_durable_potion_level_41_tex
2521	icon_items.hp_durable_potion_level_49_tex
2522	icon_items.hp_durable_potion_level_57_tex
2530	icon_items.mp_durable_potion_level_1_tex
2531	icon_items.mp_durable_potion_level_9_tex
2532	icon_items.mp_durable_potion_level_17_tex
2533	icon_items.mp_durable_potion_level_25_tex
2534	icon_items.mp_durable_potion_level_33_tex
2535	icon_items.mp_durable_potion_level_41_tex
2536	icon_items.mp_durable_potion_level_49_tex
2537	icon_items.mp_durable_potion_level_57_tex
2538	icon_items.mp_durable_potion_level_57_tex
2539	icon_items.mp_durable_potion_level_57_tex
2545	icon_items.mp_durable_potion_level_1_tex
2546	icon_items.mp_durable_potion_level_9_tex
2547	icon_items.mp_durable_potion_level_17_tex
2548	icon_items.mp_durable_potion_level_25_tex
2549	icon_items.mp_durable_potion_level_33_tex
2550	icon_items.mp_durable_potion_level_41_tex
2551	icon_items.mp_durable_potion_level_49_tex
2552	icon_items.mp_durable_potion_level_57_tex
2560	icon_items.hmp_durable_potion_level_1_tex
2561	icon_items.hmp_durable_potion_level_9_tex
2562	icon_items.hmp_durable_potion_level_17_tex
2563	icon_items.hmp_durable_potion_level_25_tex
2564	icon_items.hmp_durable_potion_level_33_tex
2565	icon_items.hmp_durable_potion_level_41_tex
2566	icon_items.hmp_durable_potion_level_49_tex
2567	icon_items.hmp_durable_potion_level_57_tex
2575	icon_items.hmp_durable_potion_level_1_tex
2576	icon_items.hmp_durable_potion_level_9_tex
2577	icon_items.hmp_durable_potion_level_17_tex
2578	icon_items.hmp_durable_potion_level_25_tex
2579	icon_items.hmp_durable_potion_level_33_tex
2580	icon_items.hmp_durable_potion_level_41_tex
2581	icon_items.hmp_durable_potion_level_49_tex
2582	icon_items.hmp_durable_potion_level_57_tex
2590	icon_items.hp_durable_drug_level_1_tex
2591	icon_items.hp_durable_drug_level_9_tex
2592	icon_items.hp_durable_drug_level_17_tex
2593	icon_items.hp_durable_drug_level_25_tex
2594	icon_items.hp_durable_drug_level_33_tex
2595	icon_items.hp_durable_drug_level_41_tex
2596	icon_items.hp_durable_drug_level_49_tex
2597	icon_items.hp_durable_drug_level_57_tex
2598	icon_items.hp_durable_drug_level_57_tex
2599	icon_items.hp_durable_drug_level_57_tex
2605	icon_items.hp_durable_drug_level_1_tex
2606	icon_items.hp_durable_drug_level_9_tex
2607	icon_items.hp_durable_drug_level_17_tex
2608	icon_items.hp_durable_drug_level_25_tex
2609	icon_items.hp_durable_drug_level_33_tex
2610	icon_items.hp_durable_drug_level_41_tex
2611	icon_items.hp_durable_drug_level_49_tex
2612	icon_items.hp_durable_drug_level_57_tex
2620	icon_items.mp_durable_drug_level_1_tex
2621	icon_items.mp_durable_drug_level_9_tex
2622	icon_items.mp_durable_drug_level_17_tex
2623	icon_items.mp_durable_drug_level_25_tex
2624	icon_items.mp_durable_drug_level_33_tex
2625	icon_items.mp_durable_drug_level_41_tex
2626	icon_items.mp_durable_drug_level_49_tex
2627	icon_items.mp_durable_drug_level_57_tex
2628	icon_items.mp_durable_drug_level_57_tex
2629	icon_items.mp_durable_drug_level_57_tex
2635	icon_items.mp_durable_drug_level_1_tex
2636	icon_items.mp_durable_drug_level_9_tex
2637	icon_items.mp_durable_drug_level_17_tex
2638	icon_items.mp_durable_drug_level_25_tex
2639	icon_items.mp_durable_drug_level_33_tex
2640	icon_items.mp_durable_drug_level_41_tex
2641	icon_items.mp_durable_drug_level_49_tex
2642	icon_items.mp_durable_drug_level_57_tex
2650	icon_items.hmp_durable_drug_level_1_tex
2651	icon_items.hmp_durable_drug_level_9_tex
2652	icon_items.hmp_durable_drug_level_17_tex
2653	icon_items.hmp_durable_drug_level_25_tex
2654	icon_items.hmp_durable_drug_level_33_tex
2655	icon_items.hmp_durable_drug_level_41_tex
2656	icon_items.hmp_durable_drug_level_49_tex
2657	icon_items.hmp_durable_drug_level_57_tex
2665	icon_items.hmp_durable_drug_level_1_tex
2666	icon_items.hmp_durable_drug_level_9_tex
2667	icon_items.hmp_durable_drug_level_17_tex
2668	icon_items.hmp_durable_drug_level_25_tex
2669	icon_items.hmp_durable_drug_level_33_tex
2670	icon_items.hmp_durable_drug_level_41_tex
2671	icon_items.hmp_durable_drug_level_49_tex
2672	icon_items.hmp_durable_drug_level_57_tex
2680	icon_items.scroll_cri_rate_level_1_tex
2681	icon_items.scroll_cri_rate_level_23_tex
2682	icon_items.scroll_cri_rate_level_35_tex
2683	icon_items.scroll_cri_rate_level_47_tex
2684	icon_items.scroll_cri_rate_level_59_tex
2685	icon_items.scroll_cri_rate_level_59_tex
2686	icon_items.scroll_cri_rate_level_59_tex
2695	icon_items.scroll_cri_power_level_1_tex
2696	icon_items.scroll_cri_power_level_23_tex
2697	icon_items.scroll_cri_power_level_35_tex
2698	icon_items.scroll_cri_power_level_47_tex
2699	icon_items.scroll_cri_power_level_59_tex
2700	icon_items.scroll_cri_power_level_59_tex
2701	icon_items.scroll_cri_power_level_59_tex
2710	icon_items.scroll_impact_power_level_1_tex
2711	icon_items.scroll_impact_power_level_23_tex
2712	icon_items.scroll_impact_power_level_35_tex
2713	icon_items.scroll_impact_power_level_47_tex
2714	icon_items.scroll_impact_power_level_59_tex
2725	icon_items.scroll_atk_speed_level_1_tex
2726	icon_items.scroll_atk_speed_level_23_tex
2727	icon_items.scroll_atk_speed_level_35_tex
2728	icon_items.scroll_atk_speed_level_47_tex
2729	icon_items.scroll_atk_speed_level_59_tex
2730	icon_items.scroll_atk_speed_level_59_tex
2740	icon_items.scroll_move_speed_level_1_tex
2741	icon_items.scroll_move_speed_level_23_tex
2742	icon_items.scroll_move_speed_level_35_tex
2743	icon_items.scroll_move_speed_level_47_tex
2744	icon_items.scroll_move_speed_level_59_tex
2755	icon_items.scroll_def_protect_level_1_tex
2756	icon_items.scroll_def_protect_level_23_tex
2757	icon_items.scroll_def_protect_level_35_tex
2758	icon_items.scroll_def_protect_level_47_tex
2759	icon_items.scroll_def_protect_level_59_tex
2760	icon_items.scroll_def_protect_level_59_tex
2761	icon_items.scroll_def_protect_level_59_tex
2770	icon_items.scroll_debuff_protect_level_1_tex
2771	icon_items.scroll_debuff_protect_level_23_tex
2772	icon_items.scroll_debuff_protect_level_35_tex
2773	icon_items.scroll_debuff_protect_level_47_tex
2774	icon_items.scroll_debuff_protect_level_59_tex
2785	icon_items.scroll_dot_protect_level_1_tex
2786	icon_items.scroll_dot_protect_level_23_tex
2787	icon_items.scroll_dot_protect_level_35_tex
2788	icon_items.scroll_dot_protect_level_47_tex
2789	icon_items.scroll_dot_protect_level_59_tex
2800	icon_items.scroll_sleep_protect_level_1_tex
2801	icon_items.scroll_sleep_protect_level_23_tex
2802	icon_items.scroll_sleep_protect_level_35_tex
2803	icon_items.scroll_sleep_protect_level_47_tex
2804	icon_items.scroll_sleep_protect_level_59_tex
2815	icon_items.scroll_debuff_protect_level_1_tex
2816	icon_items.scroll_debuff_protect_level_23_tex
2817	icon_items.scroll_debuff_protect_level_35_tex
2818	icon_items.scroll_debuff_protect_level_47_tex
2819	icon_items.scroll_debuff_protect_level_59_tex
2830	icon_items.scroll_dot_protect_level_1_tex
2831	icon_items.scroll_dot_protect_level_23_tex
2832	icon_items.scroll_dot_protect_level_35_tex
2833	icon_items.scroll_dot_protect_level_47_tex
2834	icon_items.scroll_dot_protect_level_59_tex
2845	icon_items.scroll_sleep_protect_level_1_tex
2846	icon_items.scroll_sleep_protect_level_23_tex
2847	icon_items.scroll_sleep_protect_level_35_tex
2848	icon_items.scroll_sleep_protect_level_47_tex
2849	icon_items.scroll_sleep_protect_level_59_tex
2860	icon_items.scroll_run_speed_level_1_tex
2861	icon_items.scroll_run_speed_level_31_tex
2862	icon_items.scroll_run_speed_level_51_tex
2875	icon_items.scroll_heal_powerup_level_1_tex
2876	icon_items.scroll_heal_powerup_level_31_tex
2877	icon_items.scroll_heal_powerup_level_51_tex
2880	icon_items.decrease_aggro_potion_level_1_tex
2881	icon_items.decrease_aggro_potion_level_23_tex
2882	icon_items.decrease_aggro_potion_level_35_tex
2883	icon_items.decrease_aggro_potion_level_47_tex
2884	icon_items.decrease_aggro_potion_level_59_tex
2890	icon_items.cancel_lockon_potion_level_51_tex
2905	icon_items.cancel_evade_potion_level_51_tex
2930	icon_items.condition_safe_potion_level_11_tex
2931	icon_items.condition_safe_potion_level_31_tex
2932	icon_items.condition_safe_potion_level_51_tex
2945	icon_items.eagles_potion_level_1_tex
2946	icon_items.eagles_potion_level_23_tex
2947	icon_items.eagles_potion_level_35_tex
2948	icon_items.eagles_potion_level_47_tex
2949	icon_items.eagles_potion_level_59_tex
2950	icon_items.eagles_potion_level_59_tex
2960	icon_items.lions_potion_level_1_tex
2961	icon_items.lions_potion_level_23_tex
2962	icon_items.lions_potion_level_35_tex
2963	icon_items.lions_potion_level_47_tex
2964	icon_items.lions_potion_level_59_tex
2965	icon_items.lions_potion_level_59_tex
4400	icon_status.smile_firecracker_abnormality_tex
4500	icon_status.plusfocus_tex
4501	icon_status.plusfocus_tex
4502	icon_status.plusfocus_tex
4503	icon_status.plusfocus_tex
4504	icon_status.plusfocus_tex
4505	icon_status.plusfocus_tex
4506	icon_status.plusfocus_tex
4507	icon_status.plusfocus_tex
4508	icon_status.plusfocus_tex
4509	icon_status.plusfocus_tex
4510	icon_status.plusfocus_tex
4511	icon_status.plusfocus_tex
4512	icon_status.plusfocus_tex
4513	icon_status.plusfocus_tex
4514	icon_status.plusfocus_tex
4600	icon_items.q_closedspace_stone_05_tex
4610	icon_items.q_closedspace_stone_05_tex
4611	icon_items.q_closedspace_stone_05_tex
4612	icon_items.q_closedspace_stone_05_tex
4620	icon_items.scroll_produce_speedup_tex
4621	icon_items.scroll_produce_speedup_tex
4630	icon_items.scroll_collection_expup_tex
4640	icon_items.scroll_seren_blessing_tex
4650	icon_skills.exp_buff_seren_aura_tex
4651	icon_status.exp_buff_serenparty_tex
4660	icon_status.collect_speedup_tex
4710	icon_status.poisonstatus_tex
4720	icon_status.poisonup_tex
4730	icon_items.potion2_tex
4731	icon_items.potion2_tex
4760	icon_items.beefjerky_tex
4761	icon_items.leoparddrug_tex
4762	icon_items.oldwine_tex
4763	icon_items.old_beefjerky_tex
4764	icon_items.banana_tex
4765	icon_items.c-ration_tex
4766	icon_items.fishroast_tex
4767	icon_items.potion9_tex
4800	icon_status.plusedefence_tex
4801	icon_status.plusattack_tex
4802	icon_status.plushp_tex
4810	icon_status.plusedefence_tex
4811	icon_status.plusattack_tex
4812	icon_status.plushp_tex
4820	icon_status.plusedefence_tex
4821	icon_status.plusattack_tex
4822	icon_status.plushp_tex
4830	icon_items.potion10_tex
4831	icon_items.potion10_tex
4832	icon_items.potion10_tex
4833	icon_items.potion10_tex
4840	icon_status.plusedefence_tex
4841	icon_status.plusattack_tex
4850	icon_status.plusfocus_tex
4851	icon_status.pluswill_tex
4852	icon_status.pluswill_tex
4860	icon_status.plusedefence_tex
4861	icon_status.boundmoveup_tex
4862	icon_items.exp_buff_potion2_tex
4863	icon_status.exp_buff_serenparty_tex
4864	icon_status.darkriftareatimeshift_tex
4865	icon_items.exp_buff_potion1_tex
4866	icon_items.sweetypumpkinpie_tex
4870	icon_items.snowman_scroll_tex
4871	icon_status.paralyzestatus_tex
4872	icon_status.immunedebuff_tex
4873	icon_status.icedamage_tex
4874	icon_status.diffusionabnormality_tex
4875	icon_items.snowman_scroll_tex
4879	icon_status.plusedefence_tex
4882	icon_status.plusedefence_tex
4883	icon_items.hotchocolate_tex
4884	icon_items.colourful_icecream_tex
4885	icon_items.bluesmoothie_tex
4886	icon_items.potion10_tex
4950	icon_items.q_closedspace_stone_05_tex
4951	icon_skills.autoresurrect_tex
4952	icon_status.plusattack_tex
4953	icon_status.plusattack_tex
4954	icon_skills.autoresurrect_tex
4955	icon_status.plusattack_tex
4956	icon_items.ricecake_tex
10100	icon_items.customize9ar_tex
10101	icon_items.customize9br_tex
10102	icon_items.customize9cr_tex
10103	icon_items.customize9dr_tex
10104	icon_items.customize9er_tex
10105	icon_items.customize9fr_tex
10106	icon_items.customize9gr_tex
10110	icon_items.customize9ar_tex
10111	icon_items.customize9br_tex
10112	icon_items.customize9cr_tex
10113	icon_items.customize9dr_tex
10114	icon_items.customize9er_tex
10115	icon_items.customize9fr_tex
10116	icon_items.customize9gr_tex
10120	icon_items.customize9ar_tex
10121	icon_items.customize9br_tex
10122	icon_items.customize9cr_tex
10123	icon_items.customize9dr_tex
10124	icon_items.customize9er_tex
10125	icon_items.customize9fr_tex
10200	icon_items.customize6ar_tex
10201	icon_items.customize6br_tex
10202	icon_items.customize6cr_tex
10203	icon_items.customize6dr_tex
10204	icon_items.customize6er_tex
10205	icon_items.customize6fr_tex
10206	icon_items.customize6gr_tex
10210	icon_items.customize6ar_tex
10211	icon_items.customize6br_tex
10212	icon_items.customize6cr_tex
10213	icon_items.customize6dr_tex
10214	icon_items.customize6er_tex
10215	icon_items.customize6fr_tex
10216	icon_items.customize6gr_tex
10220	icon_items.customize6ar_tex
10221	icon_items.customize6br_tex
10222	icon_items.customize6cr_tex
10223	icon_items.customize6dr_tex
10224	icon_items.customize6er_tex
10225	icon_items.customize6fr_tex
10300	icon_items.customize3ar_tex
10301	icon_items.customize3br_tex
10302	icon_items.customize3cr_tex
10303	icon_items.customize3dr_tex
10304	icon_items.customize3er_tex
10305	icon_items.customize3fr_tex
10306	icon_items.customize3gr_tex
10310	icon_items.customize3ar_tex
10311	icon_items.customize3br_tex
10312	icon_items.customize3cr_tex
10313	icon_items.customize3dr_tex
10314	icon_items.customize3er_tex
10315	icon_items.customize3fr_tex
10316	icon_items.customize3gr_tex
10320	icon_items.customize3ar_tex
10321	icon_items.customize3br_tex
10322	icon_items.customize3cr_tex
10323	icon_items.customize3dr_tex
10324	icon_items.customize3er_tex
10325	icon_items.customize3fr_tex
10400	icon_items.customize8ab_tex
10401	icon_items.customize8bb_tex
10402	icon_items.customize8cb_tex
10403	icon_items.customize8db_tex
10404	icon_items.customize8eb_tex
10405	icon_items.customize8fb_tex
10406	icon_items.customize8gb_tex
10500	icon_items.customize8ab_tex
10501	icon_items.customize8bb_tex
10502	icon_items.customize8cb_tex
10503	icon_items.customize8db_tex
10504	icon_items.customize8eb_tex
10505	icon_items.customize8fb_tex
10506	icon_items.customize8gb_tex
10510	icon_items.customize8ab_tex
10511	icon_items.customize8bb_tex
10512	icon_items.customize8cb_tex
10513	icon_items.customize8db_tex
10514	icon_items.customize8eb_tex
10515	icon_items.customize8fb_tex
10516	icon_items.customize8gb_tex
10520	icon_items.customize8ab_tex
10521	icon_items.customize8bb_tex
10522	icon_items.customize8cb_tex
10523	icon_items.customize8db_tex
10524	icon_items.customize8eb_tex
10525	icon_items.customize8fb_tex
10600	icon_items.customize7ab_tex
10601	icon_items.customize7bb_tex
10602	icon_items.customize7cb_tex
10603	icon_items.customize7db_tex
10604	icon_items.customize7eb_tex
10605	icon_items.customize7fb_tex
10606	icon_items.customize7gb_tex
10610	icon_items.customize7ab_tex
10611	icon_items.customize7bb_tex
10612	icon_items.customize7cb_tex
10613	icon_items.customize7db_tex
10614	icon_items.customize7eb_tex
10615	icon_items.customize7fb_tex
10616	icon_items.customize7gb_tex
10620	icon_items.customize7ab_tex
10621	icon_items.customize7bb_tex
10622	icon_items.customize7cb_tex
10623	icon_items.customize7db_tex
10624	icon_items.customize7eb_tex
10625	icon_items.customize7fb_tex
10700	icon_items.customize7ab_tex
10701	icon_items.customize7bb_tex
10702	icon_items.customize7cb_tex
10703	icon_items.customize7db_tex
10704	icon_items.customize7eb_tex
10705	icon_items.customize7fb_tex
10706	icon_items.customize7gb_tex
10710	icon_items.customize7ab_tex
10711	icon_items.customize7bb_tex
10712	icon_items.customize7cb_tex
10713	icon_items.customize7db_tex
10714	icon_items.customize7eb_tex
10715	icon_items.customize7fb_tex
10716	icon_items.customize7gb_tex
10720	icon_items.customize7ab_tex
10721	icon_items.customize7bb_tex
10722	icon_items.customize7cb_tex
10723	icon_items.customize7db_tex
10724	icon_items.customize7eb_tex
10725	icon_items.customize7fb_tex
10800	icon_items.customize7ab_tex
10801	icon_items.customize7bb_tex
10802	icon_items.customize7cb_tex
10803	icon_items.customize7db_tex
10804	icon_items.customize7eb_tex
10805	icon_items.customize7fb_tex
10806	icon_items.customize7gb_tex
10900	icon_items.customize12ar_tex
10901	icon_items.customize12br_tex
10902	icon_items.customize12cr_tex
10903	icon_items.customize12dr_tex
10904	icon_items.customize12er_tex
10905	icon_items.customize12fr_tex
10906	icon_items.customize12gr_tex
10910	icon_items.customize12ar_tex
10911	icon_items.customize12br_tex
10912	icon_items.customize12cr_tex
10913	icon_items.customize12dr_tex
10914	icon_items.customize12er_tex
10915	icon_items.customize12fr_tex
10916	icon_items.customize12gr_tex
10920	icon_items.customize12ar_tex
10921	icon_items.customize12br_tex
10922	icon_items.customize12cr_tex
10923	icon_items.customize12dr_tex
10924	icon_items.customize12er_tex
10925	icon_items.customize12fr_tex
11000	icon_items.customize12ar_tex
11001	icon_items.customize12br_tex
11002	icon_items.customize12cr_tex
11003	icon_items.customize12dr_tex
11004	icon_items.customize12er_tex
11005	icon_items.customize12fr_tex
11006	icon_items.customize12gr_tex
11010	icon_items.customize12ar_tex
11011	icon_items.customize12br_tex
11012	icon_items.customize12cr_tex
11013	icon_items.customize12dr_tex
11014	icon_items.customize12er_tex
11015	icon_items.customize12fr_tex
11016	icon_items.customize12gr_tex
11020	icon_items.customize12ar_tex
11021	icon_items.customize12br_tex
11022	icon_items.customize12cr_tex
11023	icon_items.customize12dr_tex
11024	icon_items.customize12er_tex
11025	icon_items.customize12fr_tex
11100	icon_items.customize11ar_tex
11101	icon_items.customize11br_tex
11102	icon_items.customize11cr_tex
11103	icon_items.customize11dr_tex
11104	icon_items.customize11er_tex
11105	icon_items.customize11fr_tex
11106	icon_items.customize11gr_tex
11110	icon_items.customize11ar_tex
11111	icon_items.customize11br_tex
11112	icon_items.customize11cr_tex
11113	icon_items.customize11dr_tex
11114	icon_items.customize11er_tex
11115	icon_items.customize11fr_tex
11119	icon_items.customize11gr_tex
11120	icon_items.customize11ar_tex
11121	icon_items.customize11br_tex
11122	icon_items.customize11cr_tex
11123	icon_items.customize11dr_tex
11124	icon_items.customize11er_tex
11125	icon_items.customize11fr_tex
11200	icon_items.customize10ab_tex
11201	icon_items.customize10bb_tex
11202	icon_items.customize10cb_tex
11203	icon_items.customize10db_tex
11204	icon_items.customize10eb_tex
11205	icon_items.customize10fb_tex
11206	icon_items.customize10gb_tex
11210	icon_items.customize10ab_tex
11211	icon_items.customize10bb_tex
11212	icon_items.customize10cb_tex
11213	icon_items.customize10db_tex
11214	icon_items.customize10eb_tex
11215	icon_items.customize10fb_tex
11216	icon_items.customize10gb_tex
11220	icon_items.customize10ab_tex
11221	icon_items.customize10bb_tex
11222	icon_items.customize10cb_tex
11223	icon_items.customize10db_tex
11224	icon_items.customize10eb_tex
11225	icon_items.customize10fb_tex
12001	icon_items.customize12gr_tex
12003	icon_items.customize12gr_tex
12004	icon_items.customize11gr_tex
12010	icon_items.customize10gb_tex
12060	icon_items.customize9gr_tex
12080	icon_items.customize6gr_tex
12090	icon_items.customize3gr_tex
12120	icon_items.customize12gr_tex
12130	icon_items.customize12gr_tex
12170	icon_items.customize11gr_tex
12230	icon_items.customize8gb_tex
12240	icon_items.customize7gb_tex
12250	icon_items.customize7gb_tex
12290	icon_items.customize10gb_tex
15000	icon_status.sealskill_tex
15010	icon_status.delayheal_tex
15020	icon_status.plusedefence_tex
15030	icon_status.exhaustion_tex
15031	icon_status.exhaustion_tex
15040	icon_status.delaydamage_tex
15041	icon_status.delaydamage_tex
15050	icon_status.pluswill_tex
15060	icon_status.exhaustion_tex
15070	icon_status.minusmove_tex
15080	icon_status.minusmove_tex
15090	icon_status.plusecritical_tex
15100	icon_status.delaydamage_tex
15110	icon_status.plusattack_tex
15120	icon_status.paralyzestatus_tex
15130	icon_status.minusmove_tex
15140	icon_status.immunedebuff_tex
15150	icon_status.boundmovedown_tex
15160	icon_status.confuseup_tex
15170	icon_status.paralyzestatus_tex
18500	icon_status.delayheal_tex
18501	icon_status.delayheal_tex
18502	icon_status.delayheal_tex
18600	icon_status.delaympgain_tex
18601	icon_status.delaympgain_tex
18602	icon_status.delaympgain_tex
18700	icon_status.delaympgain_tex
18710	icon_status.delaympgain_tex
18720	icon_status.delayheal_tex
18730	icon_status.delayheal_tex
18740	icon_status.delayheal_tex
18750	icon_status.delayheal_tex
19101	icon_skills.voidtrap_tex
21010	icon_crest.crestactiveattackspeedup_tex
21020	icon_crest.crestnextskillmpdown_tex
21030	icon_crest.crestnextskillmpdown_tex
21040	icon_crest.crestnextskillattackup_tex
21050	icon_crest.crestnextskillmpdown_tex
21060	icon_crest.crestnextskillmpdown_tex
21070	icon_crest.crestactiveattackspeedup_tex
21080	icon_crest.crestnextskillattackup_tex
21090	icon_crest.crestactiveattackspeeddown_tex
21100	icon_crest.crestactivespeeddown_tex
21110	icon_crest.crestnextskillattackup_tex
21111	icon_crest.crestnextskillattackup_tex
21120	icon_crest.crestactivestun_tex
21130	icon_crest.crestnextskillattackup_tex
21131	icon_crest.crestnextskillattackup_tex
21140	icon_crest.crestnextskillhpheal_tex
21150	icon_crest.crestactiveattackspeeddown_tex
21160	icon_crest.crestactivedefenceup_tex
21170	icon_crest.crestpassivecriticalup_tex
21180	icon_crest.crestactiveattackup_tex
21190	icon_crest.crestnextskillattackup_tex
22010	icon_crest.crestactiveattackup_tex
22020	icon_crest.crestnextskillmpdown_tex
22030	icon_crest.crestpassivespeeddown_tex
22040	icon_crest.crestnextskillattackup_tex
22050	icon_crest.crestactivehprecoveryup_tex
22060	icon_crest.crestnextskillattackspeedup_tex
22070	icon_crest.crestactivehprecoveryup_tex
22080	icon_crest.crestactivespeedup_tex
22090	icon_crest.crestpassivespeeddown_tex
