117	6000		1311	Катящееся пузо	icon_skills.kumas_frontroll_tex
117	6000		2201	Очищение кумасов	icon_skills.purify_tex
117	7000		1103	Шлепок	icon_skills.kumas_3combo_tex
117	7000		1212	Отступление	icon_skills.kumas_backjump_tex
121	9005	Пушка Торговцев	1301	Залп	icon_skills.vehicleex_att01_tex
121	9005	Пушка Торговцев	1302	Залп	icon_skills.vehicleex_att01_tex
121	9005	Пушка Торговцев	1501	Покинуть	icon_skills.vehicleex_getoff_tex
122	9005	Пушка Союза Просвещенных	1301	Залп	icon_skills.vehicleex_att01_tex
122	9005	Пушка Союза Просвещенных	1302	Залп	icon_skills.vehicleex_att01_tex
122	9005	Пушка Союза Просвещенных	1501	Покинуть	icon_skills.vehicleex_getoff_tex
123	9005	Пушка Железного Ордена	1301	Залп	icon_skills.vehicleex_att01_tex
123	9005	Пушка Железного Ордена	1302	Залп	icon_skills.vehicleex_att01_tex
123	9005	Пушка Железного Ордена	1501	Покинуть	icon_skills.vehicleex_getoff_tex
191	1601	Осадное орудие	1101	Залп	icon_skills.vehicleex_att01_tex
191	1601	Осадное орудие	1102	Залп	icon_skills.vehicleex_att01_tex
191	1601	Осадное орудие	1201	Прыжок	icon_skills.vehicleex_getoff_tex
191	1604	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
191	1604	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
191	1605	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
191	1605	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
210	2999	Береговая пушка	1101	Залп	icon_items.q_arogonnmucus_tex
210	2999	Береговая пушка	1201	Покинуть	icon_skills.vehicleex_getoff_tex
210	3000	Береговая пушка	1101	Залп	icon_items.q_arogonnmucus_tex
210	3000	Береговая пушка	1201	Покинуть	icon_skills.vehicleex_getoff_tex
210	4000	Игрушечный танк	1101	Залп	icon_skills.vehicleex_att01_tex
210	4000	Игрушечный танк	1102	Залп	icon_skills.vehicleex_att01_tex
210	4000	Игрушечный танк	1201	Покинуть	icon_skills.vehicleex_getoff_tex
425	8041	Пушка	1101	Залп	icon_skills.vehicleex_att01_tex
425	8041	Пушка	1201	Покинуть	icon_skills.vehicleex_getoff_tex
443	4000	Передвижное осадное орудие	1101	Залп	icon_skills.vehicleex_att01_tex
443	4000	Передвижное осадное орудие	1102	Залп	icon_skills.vehicleex_att01_tex
443	4000	Передвижное осадное орудие	1201	Покинуть	icon_skills.vehicleex_getoff_tex
447	300	Конфетная пушка для Хэллоуина	1201	Покинуть	icon_skills.vehicleex_getoff_tex
447	300	Конфетная пушка для Хэллоуина	2101	Выстрел тыквой	icon_skills.vehicleex_att01_tex
447	300	Конфетная пушка для Хэллоуина	2102	Выстрел тыквой	icon_skills.vehicleex_att01_tex
447	310		1201	Покинуть	icon_skills.vehicleex_getoff_tex
447	310		2101	Выстрел тыквой	icon_skills.vehicleex_att01_tex
447	310		2102	Выстрел тыквой	icon_skills.vehicleex_att01_tex
447	311	Конфетная пушка для Хэллоуина	1201	Покинуть	icon_skills.vehicleex_getoff_tex
447	311	Конфетная пушка для Хэллоуина	2101	Выстрел тыквой	icon_skills.vehicleex_att01_tex
447	311	Конфетная пушка для Хэллоуина	2102	Выстрел тыквой	icon_skills.vehicleex_att01_tex
450	5000	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
450	5000	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
453	500		1101	Залп	icon_skills.vehicleex_att01_tex
453	500		1201	Покинуть	icon_skills.vehicleex_getoff_tex
453	501		1101	Залп	icon_skills.vehicleex_att01_tex
453	501		1201	Покинуть	icon_skills.vehicleex_getoff_tex
725	8041	Пушка	1101	Залп	icon_skills.vehicleex_att01_tex
725	8041	Пушка	1201	Покинуть	icon_skills.vehicleex_getoff_tex
743	4000	Передвижное осадное орудие	1101	Залп	icon_skills.vehicleex_att01_tex
743	4000	Передвижное осадное орудие	1102	Залп	icon_skills.vehicleex_att01_tex
743	4000	Передвижное осадное орудие	1201	Покинуть	icon_skills.vehicleex_getoff_tex
750	5000	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5000	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5001	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5001	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5002	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5002	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5003	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5003	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5004	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5004	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5005	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5005	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5006	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5006	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5007	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5007	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5008	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
750	5008	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
750	5009	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
1023	3000007	Пушка альянса	1101	Залп	icon_skills.vehicleex_att01_tex
1023	3000007	Пушка альянса	1102	Залп	icon_skills.vehicleex_att01_tex
1023	3000007	Пушка альянса	1201	Покинуть	icon_skills.vehicleex_getoff_tex
